DBID,CUIs
DB13919,C0018801
DB13919,C0018802
DB13919,C0018965
DB13919,C0019158
DB13919,C0020456
DB13919,C0020538
DB13919,C0020649
DB13919,C0023530
DB13919,C0027497
DB13919,C0030252
DB13919,C0033774
DB13919,C0035078
DB13919,C0035410
DB13919,C0037199
DB13919,C0039231
DB13919,C0042075
DB13919,C0042109
DB13919,C0042571
DB13919,C0085649
DB13919,C0151539
DB13919,C0151746
DB13919,C0162429
DB13919,C0700590
DB13919,C0740394
DB13919,C2830004
DB06774,C0006277
DB06774,C0009782
DB06774,C0015397
DB06774,C0017178
DB06774,C0018681
DB06774,C0018799
DB06774,C0020453
DB06774,C0020538
DB06774,C0020580
DB06774,C0025061
DB06774,C0027441
DB06774,C0027497
DB06774,C0030196
DB06774,C0030252
DB06774,C0033774
DB06774,C0037199
DB06774,C0039231
DB06774,C0041834
DB06774,C0042373
DB06774,C0078911
DB06774,C0085649
DB06774,C0151313
DB06774,C0151827
DB06774,C0178298
DB06774,C0235266
DB06774,C0332687
DB06774,C0700184
DB06774,C0851341
DB04846,C0002390
DB04846,C0003811
DB04846,C0004093
DB04846,C0004245
DB04846,C0006266
DB04846,C0009676
DB04846,C0011849
DB04846,C0011991
DB04846,C0015672
DB04846,C0018524
DB04846,C0018681
DB04846,C0018801
DB04846,C0020615
DB04846,C0020649
DB04846,C0021775
DB04846,C0027497
DB04846,C0030252
DB04846,C0037274
DB04846,C0037317
DB04846,C0039231
DB04846,C0040156
DB04846,C0040822
DB04846,C0221512
DB04846,C0314719
DB04846,C0428977
DB04846,C0547030
DB04846,C0600142
DB04846,C0917801
DB04846,C2830004
DB00475,C0001824
DB00475,C0004134
DB00475,C0009676
DB00475,C0009806
DB00475,C0013604
DB00475,C0018939
DB00475,C0027497
DB00475,C0302295
DB00363,C0001339
DB00363,C0002871
DB00363,C0003811
DB00363,C0003862
DB00363,C0004093
DB00363,C0004134
DB00363,C0004936
DB00363,C0005956
DB00363,C0006277
DB00363,C0008031
DB00363,C0008370
DB00363,C0009421
DB00363,C0009676
DB00363,C0009806
DB00363,C0010520
DB00363,C0011603
DB00363,C0011849
DB00363,C0011991
DB00363,C0012797
DB00363,C0013146
DB00363,C0013390
DB00363,C0013447
DB00363,C0013595
DB00363,C0013604
DB00363,C0014457
DB00363,C0014591
DB00363,C0014742
DB00363,C0015397
DB00363,C0015423
DB00363,C0015672
DB00363,C0015734
DB00363,C0015967
DB00363,C0017178
DB00363,C0017605
DB00363,C0018524
DB00363,C0018681
DB00363,C0018798
DB00363,C0018799
DB00363,C0018801
DB00363,C0018834
DB00363,C0018926
DB00363,C0019158
DB00363,C0020456
DB00363,C0020457
DB00363,C0020517
DB00363,C0020538
DB00363,C0020578
DB00363,C0020649
DB00363,C0020651
DB00363,C0020672
DB00363,C0021167
DB00363,C0022107
DB00363,C0022354
DB00363,C0023518
DB00363,C0023530
DB00363,C0023895
DB00363,C0026837
DB00363,C0026961
DB00363,C0027066
DB00363,C0027424
DB00363,C0027497
DB00363,C0027849
DB00363,C0028643
DB00363,C0028738
DB00363,C0030193
DB00363,C0030232
DB00363,C0030252
DB00363,C0030305
DB00363,C0031039
DB00363,C0031046
DB00363,C0031256
DB00363,C0031542
DB00363,C0032290
DB00363,C0033774
DB00363,C0035078
DB00363,C0035410
DB00363,C0036974
DB00363,C0037036
DB00363,C0038325
DB00363,C0038358
DB00363,C0038506
DB00363,C0038990
DB00363,C0039231
DB00363,C0040038
DB00363,C0040046
DB00363,C0040479
DB00363,C0040822
DB00363,C0041834
DB00363,C0042023
DB00363,C0042024
DB00363,C0042075
DB00363,C0042109
DB00363,C0042256
DB00363,C0042384
DB00363,C0042510
DB00363,C0042514
DB00363,C0042571
DB00363,C0042790
DB00363,C0043096
DB00363,C0043144
DB00363,C0043352
DB00363,C0080274
DB00363,C0085593
DB00363,C0085602
DB00363,C0085623
DB00363,C0086439
DB00363,C0149725
DB00363,C0149871
DB00363,C0149937
DB00363,C0151611
DB00363,C0151632
DB00363,C0151636
DB00363,C0151889
DB00363,C0160390
DB00363,C0162287
DB00363,C0162429
DB00363,C0178298
DB00363,C0220982
DB00363,C0231218
DB00363,C0231530
DB00363,C0232461
DB00363,C0234215
DB00363,C0234233
DB00363,C0234238
DB00363,C0235063
DB00363,C0235234
DB00363,C0235290
DB00363,C0235378
DB00363,C0235996
DB00363,C0242339
DB00363,C0242422
DB00363,C0242429
DB00363,C0243026
DB00363,C0267596
DB00363,C0270327
DB00363,C0271650
DB00363,C0274702
DB00363,C0344232
DB00363,C0349506
DB00363,C0424000
DB00363,C0424295
DB00363,C0427086
DB00363,C0428977
DB00363,C0547030
DB00363,C0549225
DB00363,C0600142
DB00363,C0686347
DB00363,C0740394
DB00363,C0751295
DB00363,C0836924
DB00363,C0855329
DB00363,C0878544
DB00363,C0917801
DB00363,C1260880
DB00363,C2711227
DB00363,C2830004
DB06243,C0002170
DB06243,C0004093
DB06243,C0011603
DB06243,C0013595
DB06243,C0018681
DB06243,C0027497
DB06243,C0028643
DB06243,C0033774
DB06243,C0037274
DB06243,C0041834
DB06243,C0042571
DB06243,C0151883
DB06243,C0162835
DB06243,C0178298
DB06243,C0232409
DB06243,C0234233
DB06243,C0235050
DB06243,C0236065
DB06243,C0241057
DB06243,C0241060
DB06243,C0241166
DB06243,C0332575
DB06243,C0423791
DB06243,C0542571
DB06243,C0549150
DB06243,C0574741
DB06243,C0677500
DB06243,C0702166
DB06243,C1274926
DB13954,C0000729
DB13954,C0002792
DB13954,C0002994
DB13954,C0003862
DB13954,C0006142
DB13954,C0006852
DB13954,C0008489
DB13954,C0013390
DB13954,C0013604
DB13954,C0014173
DB13954,C0014742
DB13954,C0014743
DB13954,C0016977
DB13954,C0018681
DB13954,C0018916
DB13954,C0019572
DB13954,C0022107
DB13954,C0022354
DB13954,C0025874
DB13954,C0027497
DB13954,C0030193
DB13954,C0030305
DB13954,C0032708
DB13954,C0033774
DB13954,C0038454
DB13954,C0040046
DB13954,C0042109
DB13954,C0042133
DB13954,C0042267
DB13954,C0149741
DB13954,C0149931
DB13954,C0235511
DB13954,C0262397
DB13954,C0269189
DB13954,C0349790
DB13954,C0476089
DB13954,C1291077
DB13956,C0000729
DB13956,C0000737
DB13956,C0002792
DB13956,C0002994
DB13956,C0004936
DB13956,C0006142
DB13956,C0006145
DB13956,C0006852
DB13956,C0008489
DB13956,C0009782
DB13956,C0013390
DB13956,C0013604
DB13956,C0014173
DB13956,C0014742
DB13956,C0014743
DB13956,C0015397
DB13956,C0015672
DB13956,C0016977
DB13956,C0017178
DB13956,C0018681
DB13956,C0018799
DB13956,C0018916
DB13956,C0019572
DB13956,C0020517
DB13956,C0021053
DB13956,C0022107
DB13956,C0022354
DB13956,C0025874
DB13956,C0026821
DB13956,C0027497
DB13956,C0030193
DB13956,C0030252
DB13956,C0030305
DB13956,C0032708
DB13956,C0033774
DB13956,C0038454
DB13956,C0040046
DB13956,C0042109
DB13956,C0042133
DB13956,C0042267
DB13956,C0043096
DB13956,C0149741
DB13956,C0149931
DB13956,C0162429
DB13956,C0234233
DB13956,C0235511
DB13956,C0262397
DB13956,C0269189
DB13956,C0344315
DB13956,C0349790
DB13956,C0476089
DB13956,C0547030
DB13956,C0702166
DB13956,C1291077
DB13956,C2225524
DB06786,C0013491
DB06786,C0013604
DB06786,C0019572
DB06786,C0020538
DB06786,C0020555
DB06786,C0030920
DB06786,C0038999
DB06786,C0041834
DB06786,C0151514
DB06786,C0162820
DB06786,C0162835
DB06786,C0263449
DB06786,C0271738
DB06786,C0333641
DB09156,C0000737
DB09156,C0002792
DB09156,C0002994
DB09156,C0003537
DB09156,C0003578
DB09156,C0003811
DB09156,C0003862
DB09156,C0004093
DB09156,C0004096
DB09156,C0004238
DB09156,C0004245
DB09156,C0004936
DB09156,C0005940
DB09156,C0006266
DB09156,C0007785
DB09156,C0007859
DB09156,C0008031
DB09156,C0009421
DB09156,C0009492
DB09156,C0009676
DB09156,C0009763
DB09156,C0009782
DB09156,C0009806
DB09156,C0010520
DB09156,C0011848
DB09156,C0011991
DB09156,C0013390
DB09156,C0013604
DB09156,C0013687
DB09156,C0014130
DB09156,C0014591
DB09156,C0015376
DB09156,C0015397
DB09156,C0015967
DB09156,C0017178
DB09156,C0018681
DB09156,C0018799
DB09156,C0018801
DB09156,C0018802
DB09156,C0018944
DB09156,C0018965
DB09156,C0019064
DB09156,C0019825
DB09156,C0020517
DB09156,C0020538
DB09156,C0020580
DB09156,C0020649
DB09156,C0021053
DB09156,C0021308
DB09156,C0021368
DB09156,C0022408
DB09156,C0022904
DB09156,C0023066
DB09156,C0025061
DB09156,C0026821
DB09156,C0026826
DB09156,C0026858
DB09156,C0026961
DB09156,C0027424
DB09156,C0027497
DB09156,C0027540
DB09156,C0028643
DB09156,C0030193
DB09156,C0030196
DB09156,C0030232
DB09156,C0030252
DB09156,C0030305
DB09156,C0033774
DB09156,C0034063
DB09156,C0035078
DB09156,C0035222
DB09156,C0035229
DB09156,C0036690
DB09156,C0036974
DB09156,C0037036
DB09156,C0037822
DB09156,C0038325
DB09156,C0038454
DB09156,C0038990
DB09156,C0038999
DB09156,C0039231
DB09156,C0040046
DB09156,C0040053
DB09156,C0040128
DB09156,C0040822
DB09156,C0041657
DB09156,C0041834
DB09156,C0042075
DB09156,C0042109
DB09156,C0042373
DB09156,C0042384
DB09156,C0042401
DB09156,C0042487
DB09156,C0042510
DB09156,C0042571
DB09156,C0043144
DB09156,C0043352
DB09156,C0080274
DB09156,C0085096
DB09156,C0085593
DB09156,C0085633
DB09156,C0085649
DB09156,C0149931
DB09156,C0151539
DB09156,C0151610
DB09156,C0151636
DB09156,C0151698
DB09156,C0151744
DB09156,C0151785
DB09156,C0151828
DB09156,C0155320
DB09156,C0158570
DB09156,C0178298
DB09156,C0231218
DB09156,C0232492
DB09156,C0233494
DB09156,C0233715
DB09156,C0234215
DB09156,C0235309
DB09156,C0235710
DB09156,C0236003
DB09156,C0242429
DB09156,C0260662
DB09156,C0302295
DB09156,C0340464
DB09156,C0340865
DB09156,C0344232
DB09156,C0392197
DB09156,C0423153
DB09156,C0428977
DB09156,C0520966
DB09156,C0521481
DB09156,C0522224
DB09156,C0542571
DB09156,C0700184
DB09156,C0700590
DB09156,C0750426
DB09156,C0917801
DB09156,C1994994
DB09156,C2830004
DB09133,C0002792
DB09133,C0002994
DB09133,C0003460
DB09133,C0003537
DB09133,C0003578
DB09133,C0003811
DB09133,C0006266
DB09133,C0009421
DB09133,C0010520
DB09133,C0012739
DB09133,C0013491
DB09133,C0013604
DB09133,C0015376
DB09133,C0015967
DB09133,C0018681
DB09133,C0018944
DB09133,C0020517
DB09133,C0020538
DB09133,C0020649
DB09133,C0023066
DB09133,C0026976
DB09133,C0027424
DB09133,C0027497
DB09133,C0027540
DB09133,C0028643
DB09133,C0028961
DB09133,C0033774
DB09133,C0034063
DB09133,C0036974
DB09133,C0038990
DB09133,C0040046
DB09133,C0040053
DB09133,C0041657
DB09133,C0041834
DB09133,C0042109
DB09133,C0042401
DB09133,C0043144
DB09133,C0043352
DB09133,C0085593
DB09133,C0085618
DB09133,C0220870
DB09133,C0232197
DB09133,C0232292
DB09133,C0340865
DB09133,C0392197
DB09133,C0423791
DB09133,C0522224
DB09133,C0542052
DB09133,C0857353
DB09134,C0001122
DB09134,C0001339
DB09134,C0002792
DB09134,C0002949
DB09134,C0002994
DB09134,C0003130
DB09134,C0003460
DB09134,C0003537
DB09134,C0003578
DB09134,C0003811
DB09134,C0006266
DB09134,C0007177
DB09134,C0007785
DB09134,C0008031
DB09134,C0009421
DB09134,C0009676
DB09134,C0009763
DB09134,C0010520
DB09134,C0011175
DB09134,C0011991
DB09134,C0012739
DB09134,C0013491
DB09134,C0013922
DB09134,C0015376
DB09134,C0015967
DB09134,C0017086
DB09134,C0018524
DB09134,C0018681
DB09134,C0018944
DB09134,C0018965
DB09134,C0018989
DB09134,C0020538
DB09134,C0020546
DB09134,C0020649
DB09134,C0021308
DB09134,C0023066
DB09134,C0023222
DB09134,C0024003
DB09134,C0026976
DB09134,C0027424
DB09134,C0027497
DB09134,C0027540
DB09134,C0028738
DB09134,C0028961
DB09134,C0030193
DB09134,C0030232
DB09134,C0033687
DB09134,C0033774
DB09134,C0034063
DB09134,C0034150
DB09134,C0035078
DB09134,C0036974
DB09134,C0036980
DB09134,C0038454
DB09134,C0039231
DB09134,C0040046
DB09134,C0040053
DB09134,C0040822
DB09134,C0041657
DB09134,C0041834
DB09134,C0042109
DB09134,C0042401
DB09134,C0042487
DB09134,C0042510
DB09134,C0042514
DB09134,C0042571
DB09134,C0043144
DB09134,C0043251
DB09134,C0043352
DB09134,C0080274
DB09134,C0085593
DB09134,C0085610
DB09134,C0085617
DB09134,C0085649
DB09134,C0151744
DB09134,C0155320
DB09134,C0220870
DB09134,C0233407
DB09134,C0234215
DB09134,C0234233
DB09134,C0264315
DB09134,C0264956
DB09134,C0264995
DB09134,C0344232
DB09134,C0392197
DB09134,C0423153
DB09134,C0423791
DB09134,C0428977
DB09134,C0456909
DB09134,C0520886
DB09134,C0522224
DB09134,C0541782
DB09134,C0542571
DB09134,C0549405
DB09134,C0857353
DB09134,C1510412
DB09134,C1710632
DB09134,C1720775
DB09134,C1961112
DB09134,C2830004
DB09313,C0002792
DB09313,C0002994
DB09313,C0003537
DB09313,C0003578
DB09313,C0003811
DB09313,C0003862
DB09313,C0006266
DB09313,C0009421
DB09313,C0009676
DB09313,C0010520
DB09313,C0012739
DB09313,C0013491
DB09313,C0013604
DB09313,C0013687
DB09313,C0015376
DB09313,C0015967
DB09313,C0018524
DB09313,C0018681
DB09313,C0018944
DB09313,C0020517
DB09313,C0020649
DB09313,C0021308
DB09313,C0023066
DB09313,C0026821
DB09313,C0026976
DB09313,C0027424
DB09313,C0027497
DB09313,C0027540
DB09313,C0030193
DB09313,C0033774
DB09313,C0034063
DB09313,C0036974
DB09313,C0038454
DB09313,C0038990
DB09313,C0040046
DB09313,C0040053
DB09313,C0041657
DB09313,C0041834
DB09313,C0042109
DB09313,C0042401
DB09313,C0042510
DB09313,C0042514
DB09313,C0043144
DB09313,C0043352
DB09313,C0085593
DB09313,C0085618
DB09313,C0151744
DB09313,C0161446
DB09313,C0220870
DB09313,C0232197
DB09313,C0232292
DB09313,C0233407
DB09313,C0234215
DB09313,C0234233
DB09313,C0264956
DB09313,C0340865
DB09313,C0392197
DB09313,C0423791
DB09313,C0428977
DB09313,C0521654
DB09313,C0522224
DB09313,C0542052
DB09313,C0857353
DB09313,C1961112
DB09135,C0002418
DB09135,C0003460
DB09135,C0004093
DB09135,C0004238
DB09135,C0006266
DB09135,C0009763
DB09135,C0009806
DB09135,C0011991
DB09135,C0013604
DB09135,C0015967
DB09135,C0017181
DB09135,C0018681
DB09135,C0018944
DB09135,C0018965
DB09135,C0020517
DB09135,C0020538
DB09135,C0020649
DB09135,C0027497
DB09135,C0028738
DB09135,C0030193
DB09135,C0033774
DB09135,C0035078
DB09135,C0038990
DB09135,C0039231
DB09135,C0042109
DB09135,C0042401
DB09135,C0042571
DB09135,C0085593
DB09135,C0085649
DB09135,C0151636
DB09135,C0392197
DB09135,C0428977
DB09135,C0542571
DB09135,C2830004
DB11336,C0002792
DB11336,C0002994
DB11336,C0013604
DB11336,C0015300
DB11336,C0015397
DB11336,C0020517
DB11336,C0021368
DB11336,C0030193
DB11336,C0041834
DB11336,C0042109
DB11336,C0344232
DB12554,C0002792
DB12554,C0002994
DB12554,C0018681
DB12554,C0018834
DB12554,C0020517
DB12554,C0021053
DB12554,C0042109
DB12554,C0231218
DB12554,C0542571
DB12554,C0917801
DB00351,C0002170
DB00351,C0004093
DB00351,C0007286
DB00351,C0009806
DB00351,C0010481
DB00351,C0011849
DB00351,C0011991
DB00351,C0013604
DB00351,C0016204
DB00351,C0018418
DB00351,C0018801
DB00351,C0020437
DB00351,C0020456
DB00351,C0020538
DB00351,C0020649
DB00351,C0025874
DB00351,C0027497
DB00351,C0030193
DB00351,C0038435
DB00351,C0038990
DB00351,C0040046
DB00351,C0042023
DB00351,C0042109
DB00351,C0042134
DB00351,C0085633
DB00351,C0231218
DB00351,C0232461
DB00351,C0268000
DB00351,C0271650
DB00351,C0271738
DB00351,C0332601
DB00351,C0476089
DB00351,C0600142
DB06799,C0027497
DB06799,C0033774
DB06799,C0232459
DB06799,C0235309
DB06799,C0473237
DB00350,C0006145
DB00350,C0007177
DB00350,C0013604
DB00350,C0017178
DB00350,C0018799
DB00350,C0020555
DB00350,C0020649
DB00350,C0023530
DB00350,C0025061
DB00350,C0027497
DB00350,C0031039
DB00350,C0031046
DB00350,C0038325
DB00350,C0039231
DB00350,C0085649
DB00350,C0162429
DB00350,C0178298
DB00350,C0232409
DB00350,C0262397
DB00350,C0268000
DB00350,C0474378
DB00350,C0522055
DB11180,C0000737
DB11180,C0003811
DB11180,C0004093
DB11180,C0006266
DB11180,C0015967
DB11180,C0018681
DB11180,C0020517
DB11180,C0020538
DB11180,C0020649
DB11180,C0024115
DB11180,C0027497
DB11180,C0030193
DB11180,C0030252
DB11180,C0040479
DB11180,C0042109
DB11180,C0042514
DB11180,C0240327
DB11180,C0376297
DB11180,C0585186
DB12293,C0009676
DB12293,C0014742
DB12293,C0018524
DB12293,C0018681
DB12293,C0020517
DB12293,C0027497
DB12293,C0038990
DB12293,C0039231
DB12293,C0043352
DB12293,C0080274
DB12293,C0220870
DB12293,C0344232
DB12293,C0917801
DB09389,C0000737
DB09389,C0002170
DB09389,C0002453
DB09389,C0002871
DB09389,C0002884
DB09389,C0002994
DB09389,C0003811
DB09389,C0004093
DB09389,C0004096
DB09389,C0004936
DB09389,C0006142
DB09389,C0006145
DB09389,C0006277
DB09389,C0006840
DB09389,C0007860
DB09389,C0008031
DB09389,C0009782
DB09389,C0009806
DB09389,C0010093
DB09389,C0010709
DB09389,C0011603
DB09389,C0011991
DB09389,C0013390
DB09389,C0013595
DB09389,C0013604
DB09389,C0014130
DB09389,C0014179
DB09389,C0015397
DB09389,C0015672
DB09389,C0015967
DB09389,C0016204
DB09389,C0017178
DB09389,C0018681
DB09389,C0018799
DB09389,C0018944
DB09389,C0019112
DB09389,C0019572
DB09389,C0020517
DB09389,C0020538
DB09389,C0020555
DB09389,C0020580
DB09389,C0021053
DB09389,C0021899
DB09389,C0023222
DB09389,C0023533
DB09389,C0025061
DB09389,C0025323
DB09389,C0025874
DB09389,C0026858
DB09389,C0027497
DB09389,C0027651
DB09389,C0028643
DB09389,C0029877
DB09389,C0029882
DB09389,C0029927
DB09389,C0029928
DB09389,C0030193
DB09389,C0030252
DB09389,C0030354
DB09389,C0030794
DB09389,C0032961
DB09389,C0032987
DB09389,C0033774
DB09389,C0033777
DB09389,C0034150
DB09389,C0036396
DB09389,C0037199
DB09389,C0037274
DB09389,C0040435
DB09389,C0040460
DB09389,C0042023
DB09389,C0042024
DB09389,C0042029
DB09389,C0042075
DB09389,C0042109
DB09389,C0042131
DB09389,C0042133
DB09389,C0042134
DB09389,C0042258
DB09389,C0042345
DB09389,C0042571
DB09389,C0043096
DB09389,C0085602
DB09389,C0085633
DB09389,C0149931
DB09389,C0151994
DB09389,C0152964
DB09389,C0162119
DB09389,C0162429
DB09389,C0178298
DB09389,C0178421
DB09389,C0220870
DB09389,C0231530
DB09389,C0232461
DB09389,C0232943
DB09389,C0234215
DB09389,C0234233
DB09389,C0240322
DB09389,C0262397
DB09389,C0332575
DB09389,C0344315
DB09389,C0392025
DB09389,C0392171
DB09389,C0404521
DB09389,C0424489
DB09389,C0541976
DB09389,C0595877
DB09389,C0700590
DB09389,C0702166
DB09389,C0729552
DB09389,C0851341
DB09389,C0917801
DB09389,C1112274
DB09389,C1291077
DB09389,C1305875
DB09389,C1384606
DB09389,C2830004
DB00334,C0000737
DB00334,C0001122
DB00334,C0001925
DB00334,C0002170
DB00334,C0002395
DB00334,C0002418
DB00334,C0002453
DB00334,C0002871
DB00334,C0002994
DB00334,C0003578
DB00334,C0003860
DB00334,C0003862
DB00334,C0003873
DB00334,C0004093
DB00334,C0004096
DB00334,C0004134
DB00334,C0004144
DB00334,C0004238
DB00334,C0004245
DB00334,C0004936
DB00334,C0006145
DB00334,C0006444
DB00334,C0006840
DB00334,C0006849
DB00334,C0007859
DB00334,C0008031
DB00334,C0009421
DB00334,C0009676
DB00334,C0009763
DB00334,C0009782
DB00334,C0009806
DB00334,C0010520
DB00334,C0011175
DB00334,C0011630
DB00334,C0011849
DB00334,C0011991
DB00334,C0012569
DB00334,C0013390
DB00334,C0013456
DB00334,C0013491
DB00334,C0013595
DB00334,C0013604
DB00334,C0013922
DB00334,C0014335
DB00334,C0014457
DB00334,C0014591
DB00334,C0014868
DB00334,C0015397
DB00334,C0015469
DB00334,C0015663
DB00334,C0015672
DB00334,C0015732
DB00334,C0015734
DB00334,C0015967
DB00334,C0016204
DB00334,C0017152
DB00334,C0017178
DB00334,C0017574
DB00334,C0017601
DB00334,C0017979
DB00334,C0018021
DB00334,C0018099
DB00334,C0018418
DB00334,C0018524
DB00334,C0018681
DB00334,C0018799
DB00334,C0018801
DB00334,C0018802
DB00334,C0018965
DB00334,C0019079
DB00334,C0019158
DB00334,C0019521
DB00334,C0019572
DB00334,C0020039
DB00334,C0020456
DB00334,C0020473
DB00334,C0020488
DB00334,C0020517
DB00334,C0020538
DB00334,C0020578
DB00334,C0020580
DB00334,C0020615
DB00334,C0020639
DB00334,C0020649
DB00334,C0020651
DB00334,C0020672
DB00334,C0021053
DB00334,C0022408
DB00334,C0022573
DB00334,C0023518
DB00334,C0023530
DB00334,C0025061
DB00334,C0025323
DB00334,C0025874
DB00334,C0026826
DB00334,C0026837
DB00334,C0026961
DB00334,C0027066
DB00334,C0027424
DB00334,C0027441
DB00334,C0027497
DB00334,C0027609
DB00334,C0027849
DB00334,C0028738
DB00334,C0028961
DB00334,C0030193
DB00334,C0030196
DB00334,C0030232
DB00334,C0030252
DB00334,C0030305
DB00334,C0030794
DB00334,C0032961
DB00334,C0033774
DB00334,C0034063
DB00334,C0035243
DB00334,C0035410
DB00334,C0037036
DB00334,C0037199
DB00334,C0037299
DB00334,C0037822
DB00334,C0038362
DB00334,C0038363
DB00334,C0038450
DB00334,C0038454
DB00334,C0038506
DB00334,C0038525
DB00334,C0038661
DB00334,C0038663
DB00334,C0038990
DB00334,C0039231
DB00334,C0040038
DB00334,C0040460
DB00334,C0040479
DB00334,C0040822
DB00334,C0041747
DB00334,C0041834
DB00334,C0042023
DB00334,C0042024
DB00334,C0042029
DB00334,C0042075
DB00334,C0042109
DB00334,C0042267
DB00334,C0042373
DB00334,C0042514
DB00334,C0042571
DB00334,C0043049
DB00334,C0043096
DB00334,C0043352
DB00334,C0080274
DB00334,C0085577
DB00334,C0085583
DB00334,C0085593
DB00334,C0085612
DB00334,C0085623
DB00334,C0085632
DB00334,C0085633
DB00334,C0085637
DB00334,C0085649
DB00334,C0086439
DB00334,C0149725
DB00334,C0149871
DB00334,C0149931
DB00334,C0151564
DB00334,C0151571
DB00334,C0151610
DB00334,C0151636
DB00334,C0151662
DB00334,C0151765
DB00334,C0151772
DB00334,C0151818
DB00334,C0151825
DB00334,C0151827
DB00334,C0151828
DB00334,C0151836
DB00334,C0151883
DB00334,C0151898
DB00334,C0151904
DB00334,C0151911
DB00334,C0151970
DB00334,C0152032
DB00334,C0152198
DB00334,C0162119
DB00334,C0162298
DB00334,C0162429
DB00334,C0162835
DB00334,C0178298
DB00334,C0220982
DB00334,C0231218
DB00334,C0231365
DB00334,C0231530
DB00334,C0231710
DB00334,C0232197
DB00334,C0232461
DB00334,C0232492
DB00334,C0233401
DB00334,C0233523
DB00334,C0233632
DB00334,C0234458
DB00334,C0235146
DB00334,C0235996
DB00334,C0242422
DB00334,C0267596
DB00334,C0278079
DB00334,C0278080
DB00334,C0314719
DB00334,C0339916
DB00334,C0340865
DB00334,C0392025
DB00334,C0423791
DB00334,C0424295
DB00334,C0428977
DB00334,C0497156
DB00334,C0520966
DB00334,C0521509
DB00334,C0522035
DB00334,C0522224
DB00334,C0542571
DB00334,C0686347
DB00334,C0700590
DB00334,C0702166
DB00334,C0740394
DB00334,C0744727
DB00334,C0747979
DB00334,C0836924
DB00334,C0851341
DB00334,C0855329
DB00334,C0857305
DB00334,C0858635
DB00334,C0877203
DB00334,C0917801
DB00334,C0948525
DB00334,C0948807
DB00334,C1263960
DB00334,C1861172
DB00334,C2225524
DB00334,C2830004
DB06412,C0002170
DB06412,C0011991
DB06412,C0013604
DB06412,C0018418
DB06412,C0019572
DB06412,C0022107
DB06412,C0022354
DB06412,C0023418
DB06412,C0026821
DB06412,C0027497
DB06412,C0027651
DB06412,C0028960
DB06412,C0085593
DB06412,C0156312
DB06412,C0162311
DB06412,C0162316
DB06412,C0702166
DB06412,C0917801
DB06412,C1608408
DB09357,C0011603
DB09357,C0011991
DB09357,C0020517
DB09357,C0020649
DB09357,C0033774
DB09357,C0042109
DB09357,C0232488
DB06819,C0000737
DB06819,C0002063
DB06819,C0002453
DB06819,C0002871
DB06819,C0002874
DB06819,C0003811
DB06819,C0004936
DB06819,C0006145
DB06819,C0009806
DB06819,C0013491
DB06819,C0013604
DB06819,C0017152
DB06819,C0017178
DB06819,C0018681
DB06819,C0018799
DB06819,C0022107
DB06819,C0023518
DB06819,C0023530
DB06819,C0027497
DB06819,C0030305
DB06819,C0030920
DB06819,C0031117
DB06819,C0042075
DB06819,C0149521
DB06819,C0162429
DB06819,C0178298
DB06819,C0220981
DB06819,C0232462
DB06819,C0267596
DB06819,C0836924
DB09242,C0000737
DB09242,C0002994
DB09242,C0004093
DB09242,C0006277
DB09242,C0011991
DB09242,C0018681
DB09242,C0020649
DB09242,C0020651
DB09242,C0027497
DB09242,C0030193
DB09242,C0033774
DB09242,C0037199
DB09242,C0037317
DB09242,C0042109
DB09242,C0042571
DB09242,C0043352
DB09242,C0085649
DB09242,C0917801
DB09242,C2830004
DB15566,C0002792
DB15566,C0002994
DB15566,C0003811
DB15566,C0007194
DB15566,C0009763
DB15566,C0013491
DB15566,C0013604
DB15566,C0013928
DB15566,C0015300
DB15566,C0015403
DB15566,C0015409
DB15566,C0017601
DB15566,C0018681
DB15566,C0018800
DB15566,C0018802
DB15566,C0019521
DB15566,C0019572
DB15566,C0020488
DB15566,C0020538
DB15566,C0022408
DB15566,C0026961
DB15566,C0027497
DB15566,C0027813
DB15566,C0030305
DB15566,C0030920
DB15566,C0031256
DB15566,C0033774
DB15566,C0033845
DB15566,C0034063
DB15566,C0036974
DB15566,C0039231
DB15566,C0040038
DB15566,C0040046
DB15566,C0042109
DB15566,C0042165
DB15566,C0042571
DB15566,C0043251
DB15566,C0085633
DB15566,C0161479
DB15566,C0162835
DB15566,C0231218
DB15566,C0232461
DB15566,C0234708
DB15566,C0235146
DB15566,C0235266
DB15566,C0235409
DB15566,C0240417
DB15566,C0241863
DB15566,C0268000
DB15566,C0271650
DB15566,C0333641
DB15566,C0340865
DB15566,C0344232
DB15566,C0428977
DB15566,C0547030
DB15566,C0677500
DB15566,C0700590
DB15566,C0702166
DB15566,C0847631
DB15566,C0917801
DB15566,C1761613
DB15566,C2586050
DB11156,C0011991
DB11156,C0015672
DB11156,C0018681
DB11156,C0026821
DB11156,C0027497
DB11156,C0917801
DB11119,C0008031
DB11119,C0027497
DB11119,C0033774
DB11119,C0039231
DB11119,C0042109
DB06820,C0033774
DB06820,C0332575
DB06820,C0677500
DB09085,C0002792
DB09085,C0013604
DB09085,C0020517
DB09085,C0020649
DB09085,C0027497
DB09085,C0027540
DB09085,C0040822
DB09085,C0041657
DB09085,C0042109
DB09085,C0042401
DB09085,C0085593
DB09085,C0233571
DB09085,C0270697
DB09085,C0344232
