DBID,CUIs
DB00861,C0011991
DB00861,C0233407
DB00861,C1142139
DB00861,C0014742
DB00861,C0015672
DB00861,C1443060
DB00861,C0016204
DB00861,C0017152
DB00861,C0017181
DB00861,C0151664
DB00861,C0018965
DB00861,C0018524
DB00861,C0018681
DB00861,C0019158
DB00861,C0020517
DB00861,C0917801
DB00861,C2973529
DB00861,C0220870
DB00861,C0041657
DB00861,C0027497
DB00861,C0238124
DB00861,C0027726
DB00861,C0013604
DB00861,C0030252
DB00861,C0030920
DB00861,C0349506
DB00861,C0033687
DB00861,C0033774
DB00861,C0035078
DB00861,C0036974
DB00861,C2830004
DB00861,C0038325
DB00861,C0038362
DB00861,C0038990
DB00861,C0233494
DB00861,C0042109
DB00861,C0042571
DB00861,C0344232
DB00861,C0547030
DB06781,C0008925
DB06781,C1761613
DB06781,C0010037
DB06781,C1096274
DB06781,C0314719
DB06781,C0014583
DB06781,C0015403
DB06781,C0235266
DB06781,C0151827
DB06781,C0018681
DB06781,C0022073
DB06781,C0152227
DB06781,C0271051
DB06781,C0161479
DB06781,C0030332
DB06781,C1444680
DB06781,C0032961
DB06781,C0033774
DB06781,C0259799
DB06781,C0205204
DB06781,C0423271
DB06781,C0423602
DB06781,C0232910
DB06781,C0344232
DB00390,C0000737
DB00390,C0085632
DB00390,C0003811
DB00390,C0004093
DB00390,C0546959
DB00390,C0004245
DB00390,C0004331
DB00390,C0018799
DB00390,C0876994
DB00390,C0008489
DB00390,C0009676
DB00390,C0232462
DB00390,C0011603
DB00390,C0011991
DB00390,C0232459
DB00390,C0012254
DB00390,C0857457
DB00390,C0274727
DB00390,C0687133
DB00390,C0600125
DB00390,C0855329
DB00390,C0340464
DB00390,C1443060
DB00390,C0233471
DB00390,C0017178
DB00390,C0018418
DB00390,C0018524
DB00390,C0018681
DB00390,C0027497
DB00390,C0027540
DB00390,C0030252
DB00390,C0423791
DB00390,C0085610
DB00390,C0039231
DB00390,C0085612
DB00390,C0151636
DB00390,C0042510
DB00390,C0042514
DB00390,C0344232
DB00390,C0547030
DB00390,C0221185
DB01551,C0000737
DB01551,C0233472
DB01551,C0002994
DB01551,C0042373
DB01551,C0151824
DB01551,C0009676
DB01551,C0009806
DB01551,C0011603
DB01551,C0011991
DB01551,C0043352
DB01551,C1443060
DB01551,C0017178
DB01551,C0018524
DB01551,C0018681
DB01551,C0235996
DB01551,C0020649
DB01551,C0021053
DB01551,C0025061
DB01551,C0004936
DB01551,C0085633
DB01551,C0027497
DB01551,C0033774
DB01551,C0235063
DB01551,C0037274
DB01551,C2830004
DB01551,C0178298
DB01551,C0041969
DB01551,C0080274
DB01551,C0042075
DB01551,C0042109
DB01551,C0042571
DB00320,C0000737
DB00320,C0948089
DB00320,C0003564
DB00320,C0010073
DB00320,C0003862
DB00320,C0004093
DB00320,C0232849
DB00320,C0015967
DB00320,C0006277
DB00320,C0006266
DB00320,C0235198
DB00320,C0038454
DB00320,C0085593
DB00320,C0009676
DB00320,C0009763
DB00320,C0026821
DB00320,C0232462
DB00320,C0549249
DB00320,C0011603
DB00320,C0011991
DB00320,C0234215
DB00320,C0043352
DB00320,C0013456
DB00320,C0014591
DB00320,C0235146
DB00320,C0151827
DB00320,C0542571
DB00320,C0015672
DB00320,C1443060
DB00320,C0018681
DB00320,C0019521
DB00320,C0600142
DB00320,C0424295
DB00320,C0020517
DB00320,C0020538
DB00320,C0020580
DB00320,C0020649
DB00320,C2047937
DB00320,C0392171
DB00320,C0917801
DB00320,C0022904
DB00320,C0231218
DB00320,C0236075
DB00320,C0149931
DB00320,C0235086
DB00320,C0026837
DB00320,C0948594
DB00320,C0948525
DB00320,C0151744
DB00320,C0027497
DB00320,C0013604
DB00320,C0030193
DB00320,C0030252
DB00320,C0235490
DB00320,C0031256
DB00320,C0042023
DB00320,C0033774
DB00320,C0035357
DB00320,C0424790
DB00320,C0037036
DB00320,C0036974
DB00320,C0037199
DB00320,C2830004
DB00320,C0037822
DB00320,C0700590
DB00320,C0038999
DB00320,C0039231
DB00320,C0233494
DB00320,C0043251
DB00320,C0040822
DB00320,C0042109
DB00320,C0404521
DB00320,C0042267
DB00320,C0042510
DB00320,C0042514
DB00320,C0042571
DB00320,C0043387
DB02831,C1291077
DB02831,C0000737
DB02831,C0232492
DB02831,C2747793
DB02831,C0002792
DB02831,C0085632
DB02831,C0003811
DB02831,C0003862
DB02831,C0004093
DB02831,C0004245
DB02831,C0151539
DB02831,C0006266
DB02831,C0009676
DB02831,C0026821
DB02831,C0151578
DB02831,C0011603
DB02831,C0011991
DB02831,C0522055
DB02831,C0015672
DB02831,C1443060
DB02831,C0233471
DB02831,C0016204
DB02831,C0574002
DB02831,C2697368
DB02831,C0018681
DB02831,C0020517
DB02831,C0020580
DB02831,C0020649
DB02831,C0948594
DB02831,C0027497
DB02831,C0028643
DB02831,C0085649
DB02831,C0028961
DB02831,C0029442
DB02831,C0030193
DB02831,C0085620
DB02831,C0239385
DB02831,C0032343
DB02831,C0033774
DB02831,C0429097
DB02831,C0035078
DB02831,C1720775
DB02831,C0221512
DB02831,C0038999
DB02831,C0151602
DB02831,C0042109
DB01375,C0001122
DB01375,C0155003
DB01375,C0015967
DB01375,C0085593
DB01375,C0009421
DB01375,C0011175
DB01375,C0011991
DB01375,C0012254
DB01375,C0267994
DB01375,C0012797
DB01375,C0342579
DB01375,C0015376
DB01375,C0220994
DB01375,C0020517
DB01375,C0020649
DB01375,C0220870
DB01375,C0024115
DB01375,C0027497
DB01375,C0013604
DB01375,C0030193
DB01375,C0031542
DB01375,C0037036
DB01375,C0039231
DB01375,C0040046
DB01375,C0080274
DB01375,C0042109
DB01375,C0042487
DB01375,C0042571
DB01375,C0344232
DB01375,C0547030
DB00343,C0000737
DB00343,C0232492
DB00343,C0234458
DB00343,C0948089
DB00343,C0877055
DB00343,C0857331
DB00343,C0233472
DB00343,C0001824
DB00343,C0001925
DB00343,C0002170
DB00343,C0002418
DB00343,C0002994
DB00343,C0042373
DB00343,C0003811
DB00343,C0003862
DB00343,C0022408
DB00343,C0151904
DB00343,C0004093
DB00343,C0004245
DB00343,C0232849
DB00343,C0015967
DB00343,C0151825
DB00343,C0428977
DB00343,C0006277
DB00343,C0006444
DB00343,C0022650
DB00343,C0018799
DB00343,C0018802
DB00343,C0232197
DB00343,C0008031
DB00343,C0009763
DB00343,C0009806
DB00343,C0026821
DB00343,C0151579
DB00343,C0232462
DB00343,C0011603
DB00343,C0011606
DB00343,C0011991
DB00343,C0012569
DB00343,C0234215
DB00343,C0043352
DB00343,C0013390
DB00343,C0013456
DB00343,C0013491
DB00343,C0520886
DB00343,C0392025
DB00343,C0014591
DB00343,C0041834
DB00343,C0014742
DB00343,C0340464
DB00343,C0015397
DB00343,C0235266
DB00343,C0542571
DB00343,C0015672
DB00343,C1443060
DB00343,C0549209
DB00343,C0016204
DB00343,C0038358
DB00343,C0017178
DB00343,C0017181
DB00343,C0018099
DB00343,C0018418
DB00343,C0018524
DB00343,C0018681
DB00343,C0019158
DB00343,C0020456
DB00343,C0020517
DB00343,C0026826
DB00343,C0740394
DB00343,C0020649
DB00343,C0863113
DB00343,C2047937
DB00343,C0917801
DB00343,C0242698
DB00343,C2973529
DB00343,C0023530
DB00343,C1274594
DB00343,C0220870
DB00343,C0160390
DB00343,C0041657
DB00343,C0497156
DB00343,C0231218
DB00343,C0162429
DB00343,C0025061
DB00343,C0085633
DB00343,C0948594
DB00343,C0026858
DB00343,C0948525
DB00343,C0151744
DB00343,C0027424
DB00343,C0027441
DB00343,C0027497
DB00343,C0007859
DB00343,C0151626
DB00343,C0392525
DB00343,C0031117
DB00343,C1320474
DB00343,C0013604
DB00343,C0085649
DB00343,C0020651
DB00343,C0029882
DB00343,C0030193
DB00343,C0030232
DB00343,C0030252
DB00343,C0030332
DB00343,C0242422
DB00343,C0877232
DB00343,C0031256
DB00343,C0031542
DB00343,C0349506
DB00343,C0042023
DB00343,C0033575
DB00343,C0033774
DB00343,C0034150
DB00343,C0034186
DB00343,C0497365
DB00343,C0035078
DB00343,C0035309
DB00343,C0036974
DB00343,C0428908
DB00343,C0541782
DB00343,C0085610
DB00343,C0152029
DB00343,C0037195
DB00343,C0037199
DB00343,C0151717
DB00343,C2830004
DB00343,C0038325
DB00343,C0221512
DB00343,C0038990
DB00343,C0038999
DB00343,C0039231
DB00343,C0233494
DB00343,C0233632
DB00343,C0040435
DB00343,C0040822
DB00343,C0041969
DB00343,C0042075
DB00343,C0042029
DB00343,C0042109
DB00343,C0404521
DB00343,C0042267
DB00343,C1368065
DB00343,C0042384
DB00343,C0042401
DB00343,C0085612
DB00343,C0151636
DB00343,C0042510
DB00343,C0042514
DB00343,C0042571
DB00343,C0344232
DB00985,C0001824
DB00985,C0004093
DB00985,C0235710
DB00985,C0232292
DB00985,C0085593
DB00985,C0009676
DB00985,C0009806
DB00985,C0232462
DB00985,C0011603
DB00985,C0011991
DB00985,C0012569
DB00985,C0043352
DB00985,C0221490
DB00985,C0235146
DB00985,C0340464
DB00985,C0015672
DB00985,C1443060
DB00985,C0018681
DB00985,C0020649
DB00985,C0917801
DB00985,C0022107
DB00985,C0086525
DB00985,C0027424
DB00985,C0027497
DB00985,C0027813
DB00985,C0031117
DB00985,C0030252
DB00985,C0349506
DB00985,C0042023
DB00985,C2830004
DB00985,C0700590
DB00985,C0039231
DB00985,C0233494
DB00985,C0040822
DB00985,C0080274
DB00985,C0042109
DB00985,C0042571
DB00985,C0344232
DB00985,C0043144
DB06782,C0000737
DB06782,C0004093
DB06782,C0009763
DB06782,C0018681
DB06782,C0423153
DB06782,C0152227
DB06782,C0027441
DB06782,C0027497
DB06782,C0030193
DB06782,C1260880
DB06782,C0037036
DB06782,C0038990
DB06782,C0039231
DB01093,C0234215
DB01160,C0000737
DB01160,C0042373
DB01160,C0004093
DB01160,C0015967
DB01160,C0428977
DB01160,C0006266
DB01160,C0018802
DB01160,C1963921
DB01160,C0008031
DB01160,C0085593
DB01160,C0010520
DB01160,C0410916
DB01160,C0011175
DB01160,C0011603
DB01160,C0011849
DB01160,C0011991
DB01160,C0012569
DB01160,C0234215
DB01160,C0012739
DB01160,C0014591
DB01160,C0233571
DB01160,C0015376
DB01160,C1443060
DB01160,C0015930
DB01160,C0018811
DB01160,C0018965
DB01160,C0018681
DB01160,C0019521
DB01160,C0020517
DB01160,C0020538
DB01160,C0026826
DB01160,C0235396
DB01160,C0020578
DB01160,C0020649
DB01160,C0020683
DB01160,C0242184
DB01160,C2047937
DB01160,C0021053
DB01160,C0041657
DB01160,C0231218
DB01160,C0027497
DB01160,C0030193
DB01160,C0031256
DB01160,C0031542
DB01160,C0085602
DB01160,C0032961
DB01160,C0015944
DB01160,C0033774
DB01160,C0235063
DB01160,C0243026
DB01160,C0036974
DB01160,C2830004
DB01160,C0038990
DB01160,C0039231
DB01160,C0040046
DB01160,C0042024
DB01160,C0042029
DB01160,C0085618
DB01160,C0042487
DB01160,C0085612
DB00917,C0000737
DB00917,C0948089
DB00917,C0002792
DB00917,C0340865
DB00917,C0042373
DB00917,C0003811
DB00917,C0003862
DB00917,C0004093
DB00917,C0004096
DB00917,C0015967
DB00917,C0262397
DB00917,C0006266
DB00917,C0235710
DB00917,C0008031
DB00917,C0232292
DB00917,C0085593
DB00917,C0026821
DB00917,C0410916
DB00917,C0011175
DB00917,C0011603
DB00917,C0011991
DB00917,C0012739
DB00917,C0014179
DB00917,C0151827
DB00917,C0015930
DB00917,C0018811
DB00917,C0018681
DB00917,C0019521
DB00917,C0600142
DB00917,C0020517
DB00917,C0020538
DB00917,C0026826
DB00917,C0020649
DB00917,C0021053
DB00917,C0021368
DB00917,C0041657
DB00917,C0236075
DB00917,C0948594
DB00917,C0948525
DB00917,C0027497
DB00917,C1320474
DB00917,C0030193
DB00917,C0392618
DB00917,C0032797
DB00917,C0032961
DB00917,C0000832
DB00917,C0036974
DB00917,C0595939
DB00917,C0700590
DB00917,C0039231
DB00917,C0233494
DB00917,C0040822
DB00917,C0080274
DB00917,C0404521
DB00917,C0042267
DB00917,C0236082
DB00917,C2004487
DB00917,C0424535
DB00917,C0344232
DB00917,C0042996
DB00917,C0043144
DB01075,C0001824
DB01075,C0004093
DB01075,C0235710
DB01075,C0232292
DB01075,C0085593
DB01075,C0009676
DB01075,C0009806
DB01075,C0232462
DB01075,C0011603
DB01075,C0011991
DB01075,C0012569
DB01075,C0043352
DB01075,C0221490
DB01075,C0235146
DB01075,C0340464
DB01075,C0015672
DB01075,C1443060
DB01075,C0018681
DB01075,C0020649
DB01075,C0917801
DB01075,C0022107
DB01075,C0086525
DB01075,C0027424
DB01075,C0027497
DB01075,C0027813
DB01075,C0031117
DB01075,C0030252
DB01075,C0349506
DB01075,C0042023
DB01075,C2830004
DB01075,C0700590
DB01075,C0039231
DB01075,C0233494
DB01075,C0040822
DB01075,C0080274
DB01075,C0042109
DB01075,C0042571
DB01075,C0344232
DB01075,C0043144
DB00449,C0003811
DB00449,C0009763
DB00449,C0221384
DB00449,C0020517
DB00449,C0020538
DB00449,C0026961
DB00449,C0030193
DB00449,C0677500
DB00449,C0039231
DB00975,C0000729
DB00975,C0000737
DB00975,C0232492
DB00975,C0948089
DB00975,C0002170
DB00975,C0002871
DB00975,C0002792
DB00975,C0340865
DB00975,C0002994
DB00975,C0042373
DB00975,C0003811
DB00975,C0003862
DB00975,C0004093
DB00975,C0004238
DB00975,C0004245
DB00975,C0005940
DB00975,C0428977
DB00975,C0006266
DB00975,C0376297
DB00975,C0018799
DB00975,C0232197
DB00975,C0878544
DB00975,C0038454
DB00975,C0008031
DB00975,C0085593
DB00975,C0008350
DB00975,C0520966
DB00975,C1956346
DB00975,C0010068
DB00975,C0026821
DB00975,C0011603
DB00975,C0011991
DB00975,C0234215
DB00975,C0043352
DB00975,C1527344
DB00975,C0013456
DB00975,C0522055
DB00975,C0855329
DB00975,C0340464
DB00975,C0151827
DB00975,C0015672
DB00975,C1443060
DB00975,C0016204
DB00975,C0017178
DB00975,C0017181
DB00975,C0014549
DB00975,C0518015
DB00975,C0018681
DB00975,C0019158
DB00975,C0600142
DB00975,C0020517
DB00975,C0020538
DB00975,C0026826
DB00975,C0020578
DB00975,C0020580
DB00975,C0020649
DB00975,C2047937
DB00975,C0021053
DB00975,C0232461
DB00975,C0151828
DB00975,C0021775
DB00975,C0023066
DB00975,C0041657
DB00975,C0231218
DB00975,C0025061
DB00975,C0236075
DB00975,C0149931
DB00975,C0948594
DB00975,C0026858
DB00975,C0027497
DB00975,C0013604
DB00975,C0020651
DB00975,C0030193
DB00975,C0030252
DB00975,C0030920
DB00975,C0033774
DB00975,C0034063
DB00975,C0424790
DB00975,C1540600
DB00975,C0036974
DB00975,C0541782
DB00975,C0037274
DB00975,C2830004
DB00975,C0221512
DB00975,C0039240
DB00975,C0750197
DB00975,C0700590
DB00975,C0039231
DB00975,C0233494
DB00975,C0494475
DB00975,C0917805
DB00975,C0007787
DB00975,C0040822
DB00975,C0178298
DB00975,C0042109
DB00975,C0085612
DB00975,C0151636
DB00975,C0042510
DB00975,C0042514
DB00975,C0042571
DB00280,C1291077
DB00280,C0232492
DB00280,C0152198
DB00280,C0234238
DB00280,C0281774
DB00280,C0001824
DB00280,C0002994
DB00280,C0003578
DB00280,C0003811
DB00280,C0004093
DB00280,C0004245
DB00280,C0151539
DB00280,C0015967
DB00280,C0428977
DB00280,C0018801
DB00280,C0018802
DB00280,C0232197
DB00280,C0007166
DB00280,C0036980
DB00280,C0008031
DB00280,C0009421
DB00280,C0009676
DB00280,C0009806
DB00280,C0151578
DB00280,C0010520
DB00280,C0232462
DB00280,C0264909
DB00280,C0011603
DB00280,C0011991
DB00280,C0012569
DB00280,C0234215
DB00280,C0314719
DB00280,C0043352
DB00280,C0232493
DB00280,C0015672
DB00280,C1443060
DB00280,C0016204
DB00280,C0018418
DB00280,C0162119
DB00280,C0018681
DB00280,C0235996
DB00280,C0019158
DB00280,C0020580
DB00280,C0020615
DB00280,C0020649
DB00280,C2047937
DB00280,C0917801
DB00280,C0022354
DB00280,C0041657
DB00280,C0409974
DB00280,C0231218
DB00280,C0026961
DB00280,C0231919
DB00280,C0027497
DB00280,C0028643
DB00280,C0013604
DB00280,C0030193
DB00280,C0030232
DB00280,C0032343
DB00280,C0042023
DB00280,C0861149
DB00280,C0033774
DB00280,C0429097
DB00280,C0497365
DB00280,C0036974
DB00280,C0541782
DB00280,C0037274
DB00280,C2830004
DB00280,C0700590
DB00280,C0024141
DB00280,C0233494
DB00280,C0040479
DB00280,C0152032
DB00280,C0080274
DB00280,C0042109
DB00280,C0042510
DB00280,C0042514
DB00280,C0042571
DB00280,C0344232
DB00822,C0004093
DB00822,C0234894
DB00822,C0302295
DB00822,C0151827
DB00822,C0231230
DB00822,C0015672
DB00822,C0018681
DB00822,C0019158
DB00822,C0020580
DB00822,C0086525
DB00822,C0027813
DB00822,C0031117
DB00822,C0028643
DB00822,C0029134
DB00822,C0030193
DB00822,C1112256
DB00822,C2830004
DB00822,C0038435
DB00822,C0234233
DB00822,C0235309
DB00841,C0008031
DB00841,C0018681
DB00841,C0020649
DB00841,C0027497
DB00841,C0030252
DB00841,C0031542
DB00841,C0033774
DB00841,C0039231
DB00841,C0151636
DB01248,C0000737
DB01248,C0232492
DB01248,C0948089
DB01248,C0023467
DB01248,C0155919
DB01248,C0035222
DB01248,C0001824
DB01248,C0002170
DB01248,C0002453
DB01248,C0002871
DB01248,C0002792
DB01248,C0042373
DB01248,C0003811
DB01248,C0003862
DB01248,C0003962
DB01248,C0151904
DB01248,C0004093
DB01248,C0004134
DB01248,C0004238
DB01248,C0004239
DB01248,C0260662
DB01248,C0852911
DB01248,C0311468
DB01248,C0015967
DB01248,C0005940
DB01248,C0151825
DB01248,C0006142
DB01248,C0006145
DB01248,C0006285
DB01248,C0006266
DB01248,C0596240
DB01248,C0006840
DB01248,C0018799
DB01248,C0018801
DB01248,C0018802
DB01248,C0876994
DB01248,C0235710
DB01248,C0008031
DB01248,C0232292
DB01248,C0085593
DB01248,C0162529
DB01248,C0009676
DB01248,C0009763
DB01248,C0009782
DB01248,C0009806
DB01248,C0026821
DB01248,C0585186
DB01248,C0024137
DB01248,C0010709
DB01248,C0024440
DB01248,C1306577
DB01248,C0232462
DB01248,C0149871
DB01248,C0011175
DB01248,C0011603
DB01248,C0011991
DB01248,C0012739
DB01248,C1320835
DB01248,C0687133
DB01248,C0043352
DB01248,C0013295
DB01248,C0392699
DB01248,C0013687
DB01248,C0013922
DB01248,C0014335
DB01248,C0014591
DB01248,C0302295
DB01248,C0041834
DB01248,C0014742
DB01248,C0015376
DB01248,C0015397
DB01248,C0235266
DB01248,C0015672
DB01248,C0746883
DB01248,C1443060
DB01248,C0268000
DB01248,C0239571
DB01248,C0017178
DB01248,C0017181
DB01248,C0151664
DB01248,C0518015
DB01248,C0162119
DB01248,C0019112
DB01248,C0852711
DB01248,C0018681
DB01248,C0018834
DB01248,C0019158
DB01248,C0151763
DB01248,C0235378
DB01248,C0600142
DB01248,C0020517
DB01248,C0020538
DB01248,C0020580
DB01248,C0020649
DB01248,C0021053
DB01248,C0851341
DB01248,C0021368
DB01248,C0221714
DB01248,C0917801
DB01248,C0206061
DB01248,C0022904
DB01248,C0022906
DB01248,C0423153
DB01248,C0152227
DB01248,C0151738
DB01248,C0549373
DB01248,C0023530
DB01248,C0220870
DB01248,C0023895
DB01248,C0497364
DB01248,C0041657
DB01248,C0149725
DB01248,C0242379
DB01248,C0409974
DB01248,C0024236
DB01248,C0024312
DB01248,C0162429
DB01248,C0025061
DB01248,C0236075
DB01248,C0004936
DB01248,C2939419
DB01248,C0149931
DB01248,C0026766
DB01248,C0948594
DB01248,C0026986
DB01248,C0151744
DB01248,C0234909
DB01248,C0221345
DB01248,C0027339
DB01248,C0027441
DB01248,C0027497
DB01248,C0027540
DB01248,C0027651
DB01248,C0027813
DB01248,C0031117
DB01248,C0400823
DB01248,C0343387
DB01248,C1167779
DB01248,C0221150
DB01248,C0013604
DB01248,C0085649
DB01248,C0151970
DB01248,C0014868
DB01248,C0028961
DB01248,C0006849
DB01248,C2363730
DB01248,C0020651
DB01248,C0029882
DB01248,C0235280
DB01248,C0030193
DB01248,C0030196
DB01248,C0520962
DB01248,C0549410
DB01248,C0030252
DB01248,C0030312
DB01248,C0031039
DB01248,C0235025
DB01248,C0858635
DB01248,C0031542
DB01248,C0085635
DB01248,C0033774
DB01248,C0034063
DB01248,C0206063
DB01248,C1720798
DB01248,C0497365
DB01248,C0332575
DB01248,C0035078
DB01248,C1260880
DB01248,C0424790
DB01248,C0011644
DB01248,C0243026
DB01248,C0036974
DB01248,C0039239
DB01248,C0037274
DB01248,C1167791
DB01248,C2830004
DB01248,C0038325
DB01248,C0038362
DB01248,C0039240
DB01248,C0038999
DB01248,C0024141
DB01248,C0039231
DB01248,C0242429
DB01248,C0040046
DB01248,C0178298
DB01248,C0041969
DB01248,C0042075
DB01248,C0547030
DB01248,C0043096
DB03756,C0002792
DB03756,C0151904
DB03756,C0009806
DB03756,C0011603
DB03756,C0017178
DB03756,C0019087
DB03756,C0162429
DB03756,C0033774
DB00632,C0702166
DB00632,C0011603
DB00632,C0018681
DB00632,C0033774
DB00204,C0000737
DB00204,C0948089
DB00204,C0002994
DB00204,C0003811
DB00204,C0003862
DB00204,C0004093
DB00204,C0004245
DB00204,C0428977
DB00204,C0018801
DB00204,C0038454
DB00204,C0008031
DB00204,C0011603
DB00204,C0011991
DB00204,C0015469
DB00204,C0018681
DB00204,C0151763
DB00204,C0020538
DB00204,C0021308
DB00204,C0917801
DB00204,C0160390
DB00204,C0041657
DB00204,C0149931
DB00204,C0948594
DB00204,C0027497
DB00204,C0013604
DB00204,C0085649
DB00204,C0030193
DB00204,C0030252
DB00204,C0522224
DB00204,C0085620
DB00204,C0857175
DB00204,C0035243
DB00204,C0036974
DB00204,C0039240
DB00204,C0038990
DB00204,C0040479
DB00204,C0042029
DB00204,C0919980
DB00204,C0085612
DB00204,C0042510
DB00204,C0042514
DB00757,C0000737
DB00757,C0240671
DB00757,C0948089
DB00757,C0002871
DB00757,C0002792
DB00757,C0340865
DB00757,C0002994
DB00757,C0002874
DB00757,C0003811
DB00757,C0428974
DB00757,C0003862
DB00757,C0151904
DB00757,C0004093
DB00757,C0004134
DB00757,C0085611
DB00757,C0004239
DB00757,C0004245
DB00757,C0852911
DB00757,C0015967
DB00757,C0428977
DB00757,C0006266
DB00757,C0232197
DB00757,C0008031
DB00757,C0085593
DB00757,C0009676
DB00757,C0009806
DB00757,C0232462
DB00757,C0011175
DB00757,C0011603
DB00757,C0011991
DB00757,C0234215
DB00757,C0043352
DB00757,C0522055
DB00757,C0877038
DB00757,C0014591
DB00757,C0340464
DB00757,C0542571
DB00757,C0015672
DB00757,C1443060
DB00757,C0016204
DB00757,C0151662
DB00757,C0018944
DB00757,C0018965
DB00757,C0018681
DB00757,C0019521
DB00757,C0020517
DB00757,C0020538
DB00757,C0020649
DB00757,C2047937
DB00757,C0232461
DB00757,C0392171
DB00757,C0151828
DB00757,C0041657
DB00757,C0231218
DB00757,C0231530
DB00757,C0948594
DB00757,C0151744
DB00757,C0858259
DB00757,C0264893
DB00757,C0013604
DB00757,C0085649
DB00757,C0028961
DB00757,C0020651
DB00757,C0030193
DB00757,C0030252
DB00757,C0030305
DB00757,C0235490
DB00757,C0031542
DB00757,C0033774
DB00757,C0034150
DB00757,C0243026
DB00757,C0036974
DB00757,C2830004
DB00757,C0038362
DB00757,C0700590
DB00757,C0039231
DB00757,C0700184
DB00757,C0040046
DB00757,C0040822
DB00757,C0080274
DB00757,C0042109
DB00757,C1368065
DB00757,C0085612
DB00757,C0042510
DB00757,C0042514
DB00757,C0042571
DB08930,C0000737
DB08930,C0232492
DB08930,C0234458
DB08930,C0004093
DB08930,C0311468
DB08930,C0011603
DB08930,C0011991
DB08930,C0856151
DB08930,C0015672
DB08930,C0016204
DB08930,C0017178
DB08930,C0018681
DB08930,C0019158
DB08930,C0020456
DB08930,C0020517
DB08930,C0021053
DB08930,C0021368
DB08930,C0917801
DB08930,C0004936
DB08930,C0026857
DB08930,C0027121
DB08930,C0027497
DB08930,C0029118
DB08930,C0033774
DB08930,C0497365
DB08930,C0221201
DB08930,C0423791
DB08930,C0035078
DB08930,C0037274
DB08930,C0178298
DB08930,C0041969
DB08930,C0042075
DB08930,C0042571
DB01184,C0000729
DB01184,C0000737
DB01184,C0003811
DB01184,C0004093
DB01184,C2225524
DB01184,C0009763
DB01184,C0009806
DB01184,C0011603
DB01184,C0011991
DB01184,C0233407
DB01184,C0277585
DB01184,C0043352
DB01184,C0393593
DB01184,C0541919
DB01184,C0018418
DB01184,C0018681
DB01184,C0018834
DB01184,C0600142
DB01184,C0020649
DB01184,C0917801
DB01184,C0022107
DB01184,C0236075
DB01184,C0149931
DB01184,C0027497
DB01184,C0013604
DB01184,C0030252
DB01184,C0042023
DB01184,C0033774
DB01184,C2004489
DB01184,C2830004
DB01184,C0038362
DB01184,C0233494
DB01184,C0040479
DB01184,C0042109
DB00843,C1291077
DB00843,C0000737
DB00843,C0232492
DB00843,C0234458
DB00843,C0948089
DB00843,C0233472
DB00843,C0001925
DB00843,C0002170
DB00843,C0002871
DB00843,C2004521
DB00843,C0085632
DB00843,C0003537
DB00843,C0003811
DB00843,C0003860
DB00843,C0003862
DB00843,C0022408
DB00843,C0151904
DB00843,C0004093
DB00843,C0004096
DB00843,C0004134
DB00843,C0004144
DB00843,C0004238
DB00843,C0004245
DB00843,C0232849
DB00843,C0852911
DB00843,C0151539
DB00843,C0015967
DB00843,C0428977
DB00843,C0006277
DB00843,C0006625
DB00843,C0018801
DB00843,C0018802
DB00843,C0018800
DB00843,C0007642
DB00843,C0007785
DB00843,C0038454
DB00843,C0008031
DB00843,C0085593
DB00843,C0008325
DB00843,C0008350
DB00843,C0009443
DB00843,C0009676
DB00843,C0009760
DB00843,C0009763
DB00843,C0009806
DB00843,C0026821
DB00843,C0151578
DB00843,C0010399
DB00843,C0010709
DB00843,C0232462
DB00843,C0149871
DB00843,C0041782
DB00843,C0011175
DB00843,C0011603
DB00843,C0011849
DB00843,C0011991
DB00843,C0234215
DB00843,C0012813
DB00843,C0314719
DB00843,C0043352
DB00843,C0013295
DB00843,C0235283
DB00843,C0013447
DB00843,C0013456
DB00843,C0013491
DB00843,C0013595
DB00843,C0522055
DB00843,C0014457
DB00843,C0221490
DB00843,C0232493
DB00843,C0014591
DB00843,C0041834
DB00843,C0221395
DB00843,C0235146
DB00843,C0015256
DB00843,C0235266
DB00843,C0542571
DB00843,C0015732
DB00843,C0015644
DB00843,C0015672
DB00843,C1443060
DB00843,C0234192
DB00843,C0178421
DB00843,C1305875
DB00843,C0233471
DB00843,C0016204
DB00843,C0016658
DB00843,C0026946
DB00843,C0011630
DB00843,C0038358
DB00843,C0017152
DB00843,C0017178
DB00843,C0017181
DB00843,C0017574
DB00843,C0017601
DB00843,C0017979
DB00843,C0018021
DB00843,C0018099
DB00843,C0014549
DB00843,C0018965
DB00843,C0518015
DB00843,C0151699
DB00843,C0019112
DB00843,C0018524
DB00843,C0235004
DB00843,C0018681
DB00843,C0856864
DB00843,C0019158
DB00843,C0019270
DB00843,C0019345
DB00843,C0019572
DB00843,C0020039
DB00843,C0600142
DB00843,C0020456
DB00843,C0870082
DB00843,C0020473
DB00843,C0020517
DB00843,C0020538
DB00843,C0026826
DB00843,C0020578
DB00843,C0020580
DB00843,C0020615
DB00843,C0086439
DB00843,C0020639
DB00843,C0020649
DB00843,C2047937
DB00843,C0232461
DB00843,C0241379
DB00843,C0851341
DB00843,C0917801
DB00843,C0162316
DB00843,C0022107
DB00843,C0022904
DB00843,C0023518
DB00843,C0041657
